Sample name	Full label
Neuro_Krainc-2_E9R_024b05.CEL	#N/A
Neuro_Krainc-2_E9R_024b06.CEL	#N/A
Neuro_Krainc-2_E9R_024b07.CEL	#N/A
Neuro_Krainc-2_E9R_024b08.CEL	#N/A
Neuro_Krainc-2_E9R_024b09.CEL	#N/A
Neuro_Krainc-2_E9R_024b10.CEL	#N/A
Neuro_Krainc-2_E9R_024b11.CEL	#N/A
Neuro_Krainc-2_E9R_024b12.CEL	#N/A
Neuro_Krainc-2_E9R_024b13.CEL	#N/A
Neuro_Krainc-2_E9R_024b14.CEL	#N/A
Neuro_Krainc-2_E9R_024b15_2.CEL	#N/A
Neuro_Krainc-2_E9R_024b17.CEL	#N/A
Neuro_Krainc-2_E9R_024b19.CEL	#N/A
Neuro_Krainc-2_E9R_024c01.CEL	#N/A
Neuro_Krainc-2_E9R_024c03.CEL	#N/A
Neuro_Krainc-2_E9R_024c04.CEL	#N/A
Neuro_Krainc-2_E9R_024c05.CEL	#N/A
Neuro_Krainc-2_E9R_024c06.CEL	#N/A
Neuro_Krainc-2_E9R_024c07.CEL	#N/A
Neuro_Krainc-2_E9R_024c08.CEL	#N/A
Neuro_Krainc-2_E9R_024c09.CEL	#N/A
Neuro_Krainc-2_E9R_024c10.CEL	#N/A
Neuro_Krainc-2_E9R_024c11.CEL	#N/A
Neuro_Krainc-2_E9R_024c12.CEL	#N/A
Neuro_Krainc-2_E9R_024c13.CEL	#N/A
Neuro_Krainc-2_E9R_024c14.CEL	#N/A
5141751046_A	#N/A
5141751046_B	#N/A
5141751046_C	#N/A
5141751046_D	#N/A
5141751046_E	#N/A
5141751046_F	#N/A
5141751046_G	#N/A
5141751046_H	#N/A
5141751046_I	#N/A
5141751046_J	#N/A
5141751046_K	#N/A
5141751046_L	#N/A
5141751083_A	#N/A
5141751083_B	#N/A
5141751083_C	#N/A
5141751083_D	#N/A
5141751083_E	#N/A
5141751083_F	#N/A
5141751083_G	#N/A
5141751083_H	#N/A
5141751083_I	#N/A
5141751083_J	#N/A
5141751083_K	#N/A
5141751083_L	#N/A
5141769010_G	#N/A
5141769010_L	#N/A
5141769012_A	#N/A
5141769012_B	#N/A
5141769012_C	#N/A
5141769012_D	#N/A
5141769012_E	#N/A
5141769012_F	#N/A
5141769012_G	#N/A
5141769012_H	#N/A
5141769012_I	#N/A
5141769012_J	#N/A
5141769012_K	#N/A
5141769012_L	#N/A
5141769027_A	#N/A
5141769027_B	#N/A
5141769027_C	#N/A
5141769027_D	#N/A
5141769056_A	#N/A
5141769056_B	#N/A
5141769056_C	#N/A
5141769056_D	#N/A
5141769056_E	#N/A
5141769056_F	#N/A
5141769056_G	#N/A
5141769056_H	#N/A
5141769056_I	#N/A
5141769056_J	#N/A
5141769056_K	#N/A
5141769056_L	#N/A
5141769059_J	#N/A
5141769059_L	#N/A
5154922064_A	#N/A
5154922064_B	#N/A
5154922064_C	#N/A
5154922064_D	#N/A
5154922064_E	#N/A
5154922064_F	#N/A
5154922064_G	#N/A
5154922064_H	#N/A
5154922064_I	#N/A
5154922064_J	#N/A
5154922064_K	#N/A
5154922064_L	#N/A
5154922066_D	#N/A
4936594023_A	#N/A
4936594023_B	#N/A
4936594023_C	#N/A
4936594023_D	#N/A
4936594023_E	#N/A
4936594023_F	#N/A
4936594023_G	#N/A
4936594023_H	#N/A
4936594023_I	#N/A
4936594023_J	#N/A
4936594023_K	#N/A
4936594023_L	#N/A
4936594027_A	#N/A
4936594027_B	#N/A
4936594027_C	#N/A
4936594027_D	#N/A
4936594027_E	#N/A
4936594027_F	#N/A
4936594027_G	#N/A
4936594027_H	#N/A
4936594027_I	#N/A
4936594027_J	#N/A
4936594027_K	#N/A
4936594027_L	#N/A
5141751048_A	#N/A
5141751048_B	#N/A
5141751048_C	#N/A
5141751048_D	#N/A
5141751048_E	#N/A
5141751048_F	#N/A
5141751048_G	#N/A
5141751048_H	#N/A
5141751048_I	#N/A
5141751048_J	#N/A
5141751048_K	#N/A
5141751048_L	#N/A
5141769031_A	#N/A
5141769031_B	#N/A
5141769031_C	#N/A
5141769031_D	#N/A
5141769031_E	#N/A
5141769031_F	#N/A
5141769031_G	#N/A
5141769031_H	#N/A
5141769031_I	#N/A
5141769031_J	#N/A
5141769031_K	#N/A
5141769031_L	#N/A
5141769052_A	#N/A
5141769052_B	#N/A
5141769052_C	#N/A
5141769052_D	#N/A
5141769052_E	#N/A
5141769052_F	#N/A
5141769052_G	#N/A
5141769052_H	#N/A
5141769052_I	#N/A
5141769052_J	#N/A
5141769052_K	#N/A
5141769052_L	#N/A
5154922060_A	#N/A
5154922060_B	#N/A
5154922060_C	#N/A
5154922060_D	#N/A
5154922060_E	#N/A
5154922060_F	#N/A
5154922060_G	#N/A
5154922060_H	#N/A
5154922060_I	#N/A
5154922060_J	#N/A
5154922060_K	#N/A
5154922060_L	#N/A
